Id,SalePrice
1461,121314.42499919457
1462,183961.088851267
1463,184297.50362405233
1464,183433.0691305686
1465,172027.1906288249
1466,177929.22125412716
1467,160575.06447045846
1468,161427.67348936005
1469,184632.79339125246
1470,117995.7397164934
1471,180303.66781153678
1472,96670.01444249862
1473,107181.56754996329
1474,158075.1531052735
1475,105350.51286592094
1476,288749.07543164404
1477,217997.48407088267
1478,239719.76964620224
1479,254639.41272413512
1480,392239.21901161916
1481,286263.5351800182
1482,184207.9303309311
1483,186413.7242757297
1484,152192.0919976485
1485,131955.38820716544
1486,187770.8811111361
1487,295089.1703885008
1488,221656.59589674813
1489,170758.839402045
1490,203973.62682509824
1491,181854.25812636787
1492,114993.76714864229
1493,158406.41577789874
1494,266101.5374534918
1495,265335.0268551298
1496,197455.50372828476
1497,178861.62240881595
1498,123460.52885883447
1499,122441.71959134727
1500,124769.51380933066
1501,164131.1060620426
1502,115714.35813416976
1503,206642.51727784632
1504,206272.72839549943
1505,207379.63278248493
1506,252333.86121703158
1507,278599.40373318194
1508,222945.64211804446
1509,175317.1383392815
1510,169694.12569013634
1511,151650.2768123142
1512,210308.0552676615
1513,173781.3979122049
1514,242054.77466306207
1515,265490.11063271563
1516,158224.45606003664
1517,151808.89882119282
1518,220526.87753280767
1519,203980.98922564834
1520,154709.1385991888
1521,166976.2376682299
1522,200242.881805861
1523,151336.23833579652
1524,131042.61976546039
1525,111310.80715704728
1526,133403.8001435021
1527,108820.55640172974
1528,142401.59209181534
1529,161903.12772805864
1530,177811.47952855597
1531,187332.60809432878
1532,105230.80700875756
1533,184117.63594089978
1534,143700.0573173226
1535,172204.03310147926
1536,110018.23114278728
1537,100980.60008091254
1538,145687.23690634358
1539,203725.64377147902
1540,233908.0920543456
1541,159129.26677903906
1542,182808.04954723176
1543,223591.93523754532
1544,92655.0764343925
1545,103614.17127588106
1546,124825.22523938463
1547,156035.8359092527
1548,148107.52417642027
1549,104568.96187895755
1550,173511.8713586014
1551,128094.01792801119
1552,157023.506515702
1553,168524.52955987147
1554,125510.13458820875
1555,220885.7288837691
1556,102739.26432719768
1557,155348.60968832741
1558,99288.29238587702
1559,158486.35742007644
1560,182961.3832087605
1561,251556.6782567839
1562,117349.54288927164
1563,114985.26888638709
