Id,SalePrice
1461,141966.57429920032
1462,140524.62965503492
1463,203399.89504335495
1464,194911.69427356985
1465,170605.64243459655
1466,177762.47300329478
1467,173206.0427913852
1468,156913.4020400379
1469,181652.20208662364
1470,141650.53402153624
1471,195004.04279674368
1472,105886.71036706504
1473,111430.11520206102
1474,149795.16922250693
1475,111964.06209888274
1476,295443.41478399036
1477,233156.58389867668
1478,255647.3669708228
1479,258487.9628165519
1480,466763.8556099859
1481,307831.0076750944
1482,182278.6321822662
1483,170954.7277593963
1484,156270.2441342387
1485,142385.42201901495
1486,182446.8179709803
1487,332981.8267074564
1488,232597.38351024827
1489,177764.5404451358
1490,216426.45544987207
1491,191425.38598605327
1492,110340.33433990541
1493,160108.90222125617
1494,272341.60940232314
1495,282139.35369473544
1496,208561.228208445
1497,170473.03966845456
1498,139645.92871466302
1499,137291.27744699398
1500,140068.22490642872
1501,162829.21478815598
1502,125726.32702213363
1503,248250.53563306993
1504,213021.75021648163
1505,215373.19250838505
1506,230510.60774239968
1507,290087.167305965
1508,238467.4827212994
1509,165235.73284799187
1510,172283.16988867417
1511,163408.58311033354
1512,205991.9481082214
1513,161245.0097804881
1514,210436.52834411175
1515,231016.46260347392
1516,172152.44900883408
1517,144703.23946027027
1518,192938.1381010221
1519,228075.63995276345
1520,145238.50524613785
1521,152775.60416926688
1522,187707.79996254575
1523,129400.1243652209
1524,115089.42537828616
1525,115596.04098126665
1526,116704.41504366533
1527,124087.12331762584
1528,143327.69922478357
1529,152401.39621770894
1530,196112.17465619184
1531,147522.6778315883
1532,101091.51379950845
1533,169807.6615208994
1534,123174.92570156243
1535,172037.41580099182
1536,121624.63668890984
1537,120087.80377108732
1538,147655.41189206368
1539,188404.30746786355
1540,162598.5178790713
1541,162651.04713497474
1542,165599.2860835616
1543,186827.93741678307
1544,94915.55633537367
1545,109257.04272638483
1546,132078.14612606622
1547,138905.60222602892
1548,139390.26057772036
1549,136971.16935767198
1550,155987.36583420553
1551,130434.51068241894
1552,175588.12580264383
1553,143380.04944185482
1554,107286.6854539857
1555,201734.23113815917
1556,99992.99846390344
1557,134734.35763297125
1558,99456.41210772016
1559,126193.42519644566
1560,165322.09287713026
1561,196357.38373377838
1562,123345.19415872742
1563,124267.92993865535
1564,192156.8567687173
1565,158461.3454165178
1566,225884.3418376291
1567,97549.94498260156
1568,264293.28144812724
1569,149984.3029352849
1570,112392.48981751443
1571,108276.13431435637
1572,159468.0585389539
1573,230404.23078908282
1574,161211.2523691936
1575,222066.2186536278
1576,262736.5413307883
1577,173212.16645812662
1578,147617.4465944583
1579,149397.5843077317
1580,186397.13992540177
1581,119606.00978541886
1582,128747.59224014473
1583,308237.078474698
1584,229968.4055746015
1585,138677.96330324362
1586,62350.91903037473
1587,91130.66067646304
1588,157620.43948700686
1589,126532.67804342124
1590,137818.3781890074
1591,99780.5956792126
1592,140273.1146976672
1593,112324.6301673071
1594,153919.53843525588
1595,139615.5618794019
1596,227113.46043361153
1597,249765.87216712534
1598,166298.42013182573
1599,158097.9267109643
1600,162167.3447672096
1601,75872.51224873972
1602,137028.25232038286
1603,88311.79377178964
1604,224071.9558076422
1605,233181.90874556266
1606,176293.23031446023
1607,264721.98211249604
1608,192485.9254257643
1609,163523.97071283043
1610,143397.17486596678
1611,149366.2960437861
1612,190350.29394614836
1613,194815.53217516234
1614,130904.96116945369
1615,95712.49116615055
1616,90829.92919121019
1617,106045.24973094556
1618,122608.33812769596
1619,121249.70643529901
1620,236491.6302150234
1621,157638.79844549042
1622,152278.6632042341
1623,228914.6939382892
1624,240281.7949010447
1625,122374.69116063963
1626,202600.8066422384
1627,196558.7453610025
1628,268643.49732267193
1629,148290.9227563606
1630,317303.75704660895
1631,190211.02377556963
1632,215676.07542103168
1633,143510.41253590735
1634,179744.33673006715
1635,166532.62002350902
1636,152371.87175733747
1637,232631.9151461923
1638,222809.87797210808
1639,204276.01679830882
1640,272322.9376439544
1641,191503.5895284745
1642,201771.70502157276
1643,202301.59678769845
1644,202376.94658532436
1645,219934.61990322208
1646,162648.14707429963
1647,160441.542356316
1648,148985.73178367643
1649,136266.95001850557
1650,143845.71765753848
1651,137175.20902379497
1652,102107.96171048365
1653,102790.25746103434
1654,147433.1556700986
1655,144249.9576157357
1656,146116.64352012915
1657,148239.03801740916
1658,147415.042605379
1659,122053.57843820471
1660,150395.45960133406
1661,389419.02171686385
1662,332168.1895649157
1663,324528.80381247005
1664,430993.22063324845
1665,262168.81046182837
1666,303419.35976122844
1667,315728.6665339818
1668,274274.447489158
1669,231680.63072226162
1670,288305.7991242305
1671,273381.9359658649
1672,414657.83959857165
1673,279652.906701072
1674,242286.28077851364
1675,194036.4929058922
1676,195045.3264079569
1677,196956.4092083309
1678,436678.8025314106
1679,351932.65255690133
1680,260975.86058951984
1681,200236.57256610494
1682,279017.4351230612
1683,181486.41030667385
1684,159777.43846520234
1685,159063.67734059726
1686,158065.33172319713
1687,138209.54657567
1688,178597.72441460728
1689,180864.93436860503
1690,169752.38771998766
1691,157057.87433276977
1692,234596.50467862515
1693,138289.61777153343
1694,169901.75186800247
1695,136778.8099500537
1696,297883.7005242766
1697,137378.12772460992
1698,341351.41314475925
1699,274548.52112777275
1700,242058.27550961392
1701,271342.1099383937
1702,257507.35107743507
1703,232748.78762381698
1704,263743.0418064279
1705,199820.3463379608
1706,377504.7790037836
1707,188192.32030463556
1708,196946.06875435915
1709,243995.03953759442
1710,200575.5250128191
1711,230964.15937414241
1712,235035.78248130542
1713,253341.3503082809
1714,215088.08854711475
1715,189403.00731607433
1716,171800.11029553006
1717,158849.64258472866
1718,124427.65907295921
1719,196455.84991011757
1720,226197.649130694
1721,164658.6312516646
1722,115938.16070122388
1723,168474.2930828994
1724,207295.8849349129
1725,237456.9367282975
1726,180688.00962237723
1727,172558.1497487292
1728,167359.44961910415
1729,160435.16625069815
1730,154963.4390217315
1731,118123.57054407347
1732,152717.85855702532
1733,131008.96629385883
1734,130821.36798953242
1735,122425.25234409235
1736,112326.35277438222
1737,328709.0597240339
1738,221584.02177811158
1739,255160.99292078568
1740,221161.51393261494
1741,188170.1463936417
1742,157314.8453697675
1743,157198.63082456775
1744,276174.4476761366
1745,227717.29066695482
1746,202188.42753051745
1747,229833.3334247556
1748,251649.93026617204
1749,173897.10483405588
1750,159134.6177146528
1751,253478.31927713158
1752,118658.75633853604
1753,188189.41982244886
1754,228234.53780540556
1755,195449.6500581348
1756,126872.7018764083
1757,111644.06401901704
1758,178975.40917998855
1759,183697.9633789925
1760,180756.39868894743
1761,180049.84913731692
1762,198089.845163106
1763,171570.67080031533
1764,114616.78298835433
1765,215394.5027660306
1766,201457.6669520751
1767,237675.47139088972
1768,151797.4437612167
1769,164026.8335687935
1770,132398.43178953906
1771,136779.41533595335
1772,160815.35210736655
1773,130275.24994758621
1774,231194.06900970603
1775,129165.20844507485
1776,116073.09576006827
1777,102824.8758709078
1778,132468.0843976657
1779,108035.71611242346
1780,158733.90653573174
1781,137180.66744696954
1782,109753.31313488272
1783,161306.80135711026
1784,92115.25336992706
1785,117562.75780808926
1786,146236.8972655267
1787,158668.40433944715
1788,68154.04406028788
1789,109122.06563423178
1790,83985.59102338855
1791,283318.1530926683
1792,171339.04733511386
1793,140612.4250162337
1794,135786.4716269041
1795,136014.53776637616
1796,94371.02854467556
1797,168443.60543623252
1798,121450.72403153521
1799,102268.51448412088
1800,112178.4971576049
1801,155824.4869300631
1802,141939.3955842912
1803,176662.72574259492
1804,150573.79937962943
1805,132020.72052178194
1806,124264.25165027543
1807,178626.54765603843
1808,112267.17528770654
1809,104560.02013546322
1810,147570.7519852037
1811,113640.56120696443
1812,111637.23267615424
1813,133604.16353981523
1814,95744.29603846301
1815,68661.52941679931
1816,85718.15377303911
1817,155757.2071291951
1818,175654.50521100534
1819,116960.06968117983
1820,82029.3277572355
1821,103489.6017990897
1822,156102.0501023914
1823,51379.566891169176
1824,136869.95290326176
1825,133657.68049951398
1826,109489.50002535095
1827,112979.24205926398
1828,147054.3627773266
1829,176093.60962665023
1830,171155.05231145665
1831,145296.26115570264
1832,150174.09606385103
1833,153112.0004695109
1834,122098.79187263118
1835,152104.73369500786
1836,155261.50931722356
1837,100084.77876195288
1838,121193.03456372023
1839,89473.26600338751
1840,143515.99629365373
1841,148177.18437952246
1842,101287.28394858027
1843,165293.1916648621
1844,121610.51394033525
1845,152160.3872406421
1846,152560.73018784937
1847,182511.40186381643
1848,43138.80067579122
1849,89831.94662049436
1850,127554.28446911846
1851,146932.08378154144
1852,132519.50545315642
1853,141513.6757840193
1854,146064.1465334323
1855,105557.8607223524
1856,215839.93194117048
1857,158942.4190561074
1858,178395.69745696965
1859,116167.69904598757
1860,183473.07609482063
1861,115270.5729850356
1862,324961.3969577942
1863,296166.71531769936
1864,296454.13500086067
1865,275881.13972783217
1866,274449.62274315325
1867,222774.94829613436
1868,274428.7264500451
1869,194360.95137543895
1870,209528.54704856384
1871,224194.33206656296
1872,160015.87722752278
1873,255601.10809591867
1874,145971.53726242948
1875,209353.5837005328
1876,202725.51543030143
1877,214770.46285577316
1878,206139.4335112779
1879,123773.3976939749
1880,135442.09129864618
1881,281128.7758725182
1882,251939.32917154988
1883,185532.1611375874
1884,215615.04653455608
1885,230379.75837390753
1886,269643.8864207278
1887,202289.38319959957
1888,252313.5262297279
1889,158073.8124959136
1890,153102.0177212644
1891,139645.98769610422
1892,114872.97615826735
1893,132588.14561980625
1894,166981.87256847066
1895,164958.77225188178
